,Preqin Official,preqin_clean,UN PRI Official,unpri_clean,score,Policy setting out your overall approach,Formalised guidelines on environmental factors,Formalised guidelines on social factors,Formalised guidelines on corporate governance factors,Fiduciary (or equivalent) duties,Asset class-specific RI guidelines,Sector specific RI guidelines,Screening / exclusions policy,"Other, specify (1)","Other, specify(2)",Applicable policies cover all AUM,Applicable policies cover a majority of AUM,Applicable policies cover a minority of AUM,Your organisation’s definition of ESG and/or responsible investment and it’s relation to investments,Your investment objectives that take ESG factors/real economy influence into account,Time horizon of your investment,Governance structure of organisational ESG responsibilities,ESG incorporation approaches,Active ownership approaches,Reporting,Climate change,Understanding and incorporating client / beneficiary sustainability preferences,"Other RI considerations, specify (1)","Other RI considerations, specify (2)",No,I confirm I have read and understood the Accountability tab for SG 01,URL,Attachment (will be made public),We do not publicly disclose our investment policy documents,Attachment,We do not publicly disclose any investment policy components,Board members or trustees,Oversight/accountability for responsible investment,Implementation of responsible investment,No oversight/accountability or implementation responsibility for responsible investment,Internal Roles (triggers other options),"Chief Executive Officer (CEO), Chief Investment Officer (CIO), Chief Operating Officer (COO), Investment Committee","Other Chief-level staff or head of department, specify",Portfolio managers,Investment analysts,Dedicated responsible investment staff,Investor relations,"Other role, specify (1)","Other role, specify (2)",External managers or service providers,I confirm I have read and understood the Accountability tab for SG 07,Principles for Responsible Investment,Basic Moderate Advanced,Asian Corporate Governance Association_x,Australian Council of Superannuation Investors_x,AFIC – La Commission ESG,BVCA – Responsible Investment Advisory Board,CDP Climate Change,CDP Forests,CDP Water,CFA Institute Centre for Financial Market Integrity,Code for Responsible Investment in SA (CRISA),Code for Responsible Finance in the 21st Century,Council of Institutional Investors (CII),Eumedion_x,Extractive Industries Transparency Initiative (EITI),ESG Research Australia,Invest Europe Responsible Investment Roundtable_x,Global Investors Governance Network (GIGN),Global Impact Investing Network (GIIN),Global Real Estate Sustainability Benchmark (GRESB),Green Bond Principles,Institutional Investors Group on Climate Change (IIGCC),Interfaith Center on Corporate Responsibility (ICCR),International Corporate Governance Network (ICGN),"Investor Group on Climate Change, Australia/New Zealand (IGCC)",International Integrated Reporting Council (IIRC),Investor Network on Climate Risk (INCR)/CERES,Local Authority Pension Fund Forum_x,Principles for Sustainable Insurance,"Regional or National Social Investment Forums (e.g. UKSIF, Eurosif, ASRIA, RIAA), specify",Responsible Finance Principles in Inclusive Finance,Shareholder Association for Research and Education (Share),United Nations Environmental Program Finance Initiative (UNEP FI),United Nations Global Compact_x,"Other collaborative organisation/initiative, specify","Provided or supported education or training programmes (this includes peer to peer RI support) Your education or training may be for clients, investment managers, actuaries, broker/dealers, investment consultants, legal advisers etc.)",Quarterly or more frequently,Biannually,Annually,Less frequently than annually,Ad hoc,Other,Provided financial support for academic or industry research on responsible investment,Provided input and/or collaborated with academia on RI related work,Encouraged better transparency and disclosure of responsible investment practices across the investment industry,Spoke publicly at events and conferences to promote responsible investment,Wrote and published in-house research papers on responsible investment,Encouraged the adoption of the PRI,"Responded to RI related consultations by non-governmental organisations (OECD, FSB etc.)",Wrote and published articles on responsible investment in the media,"A member of PRI advisory committees/ working groups, specify","On the Board of, or officially advising, other RI organisations (e.g. local SIFs)","Other, specify",We do not disclose to either clients/beneficiaries or the public.,We disclose to clients/beneficiaries only.,We disclose to the public,Quarterly or more frequently Biannually Annually Less frequently than annually Ad-hoc/when requested,Third party assurance over selected responses from this year’s PRI Transparency Report,Third party assurance over data points from other sources that have subsequently been used in your PRI responses this year,Third party assurance or audit of the correct implementation of RI processes (that have been reported to the PRI this year),Internal audit of the correct implementation of RI processes and/or accuracy of RI data (that have been reported to the PRI this year),Internal verification of responses before submission to the PRI (e.g. by the CEO or the board),Whole PRI Transparency Report has been internally verified,Selected data has been internally verified,None of the above,Whole PRI Transparency Report was assured last year,Selected data was assured in last year’s PRI Transparency Report,We did not assure last year's PRI Transparency report,"None of the above, we were in our preparation year and did not report last year.",We adhere to an RI certification or labelling scheme,We carry out independent/third party assurance over a whole public report (such as a sustainability report) extracts of which are included in this year’s PRI Transparency Report,ESG audit of holdings,Whole PRI Transparency Report will be assured,Selected data will be assured,We do not plan to assure this year's PRI Transparency report,CEO or other Chief-Level staff,The Board,Firm ID,GP or LP,Firm Type,Firm Country,Firm Region,ESG Status,ESG Policy Date Established,Impact Investing,ESG Status Date Established,General Policy Applied to Asset Classes,Asset class specific Policy,Asset class specific Policy 2,Asset class specific Policy 3,Socially Responsible Investment,ESG Policy URL,Additional Information,Active On Pro,Internal note date,Internal note update type,Internal note note type,Asia Investor Group on Climate Change,Asian Corporate Governance Association_y,Australian Council of Superannuation Investors_y,Carbon Disclosure Project (Formerly),Ceres,Climate Action 100+,Council of Institutional Investors,ESG Research Austrailia,Eumedion_y,Eurosif,FAIRR,Global Impact Investing Network,Global Real Estate Sustainability Benchmark – Infrastructure,Global Real Estate Sustainability Benchmark – Real Estate,IFC Operating Principles for Impact Management,Institutional Investors Group on Climate Change,Interfaith Center on Corporate Responsibility,International Corporate Governance Network,Invest Europe Responsible Investment Roundtable_y,Investor Group on Climate Change,Local Authority Pension Fund Forum_y,Principles for Responsible Investment (PRI),Responsible Investment Association (RIA),Responsible Investment Association Australia,Sustainability Accounting Standards Board,Task Force on Climate-related Financial Disclosures,UK Sustainable Investment and Finance Association,United Nations Environment Programme Finance Initiative,United Nations Global Compact_y,US SIF,ESG Sub Policies Type,ESG Sub Policies Date,ESG Sub Policies Policy Link,Sub Policy 2,Sub Policy 3,Dupes?
0,Access Capital Partners,access capital partners,Access Capital Partners,access capital partners,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0.0,0.0,1.0,,,15,LP,Private Equity Fund of Funds Manager,France,West Europe,Yes,39083.0,No,43466.0,"PE, INF, PD, VC",,,,Yes,https://www.access-capital-partners.com/uploads/site/PDF/Access-SRI%20Policy-MARCH2019.pdf,"Access Capital Partners started its engagement program since 2007. Access Capital Partners incorporates ESG in private equity, private debt and infrastructure investments only. It is also a member of the Initiative Carbone 2020 (IC20).","PE, INF, PD, NR, VC",43693.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1,Access Capital Partners,access capital partners,Access Capital Partners,access capital partners,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,,,1,0,0,1,0,0,0,0,0.0,0.0,1.0,,,15,GP,Private Equity Fund of Funds Manager,France,West Europe,Yes,,,43525.0,"PE, INF, PD, VC",,,,No,https://www.gsam.com/content/dam/gsam/pdfs/common/en/public/miscellaneous/GSAM_statement_on_respon_sustainable_investing.pdf?sa=n&rd=n,"Goldman Sachs Asset Management is the parent company of Goldman Sachs AIMS Private Equity. AIMS focuses on evaluating external ESG and impact managers. Goldman Sachs Asset Management is a signatory to the Principles for Responsible Investment (PRI), Task Force on Climate-related Financial Disclosures, Global Impact Investing Network, Sustainability Accounting Standards Board and CDP. ","PE,PD,NR,VC",43698.0,N/A: No Update,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,PineBridge Investments,pinebridge investments,PineBridge Investments,pinebridge investments,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,28,LP,Private Equity Fund of Funds Manager,US,North America,Yes,,No,,"PE, PD, NR, VC",,,,Yes,https://www.pinebridge.com/insights/responsible-investing,,"PE, PD, NR, VC",43724.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
3,PineBridge Investments,pinebridge investments,PineBridge Investments,pinebridge investments,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0,0,0,1,1,1.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,0.0,0.0,28,GP,Private Equity Fund of Funds Manager,US,North America,Yes,,,43101.0,"PE, PD, NR, VC",,,,No,,No information found on their website related to ESG/SRI/Impact Investing.,"PE,PD",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
4,Ardian,ardian,Ardian,ardian,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,77,LP,Private Equity Firm (Investor),France,West Europe,Yes,,No,,"PE, RE, INF, PD, VC",,,,,https://www.ardian.com/sites/default/files/docs/Responsible_Investment_Policy_Ardian_Feb2018_EN.pdf,,"PE, RE, INF, PD, VC",43720.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
5,Ardian,ardian,Ardian,ardian,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,0,1,0,1,0,0,0.0,0.0,1.0,0.0,0.0,77,GP,Private Equity Firm (Investor),France,West Europe,Yes,,No,43132.0,"PE, RE, INF, PD, VC",HF,,,Yes - Sole focus,,Danske Bank is the parent company of Danske Private Equity which is a signatory of the Principles for Responsible Investment (PRI). It incorporates ESG in its hedge fund investments mentioned in its transparency report.,No,43697.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,Coller Capital,coller capital,Coller Capital,coller capital,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,184,LP,Secondary Fund of Funds Manager,UK,West Europe,Yes,40544.0,No,43132.0,"PE, PD",,,,,https://www.collercapital.com/sites/default/files/ESG%20Policy%20%20February%202018.pdf,,"PE, PD",43693.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Anti-bribery,Anti-bribery,Anti-bribery,Anti-bribery,Anti-bribery,2
7,Coller Capital,coller capital,Coller Capital,coller capital,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,1,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,184,GP,Secondary Fund of Funds Manager,UK,West Europe,Yes,,,43101.0,"PE, PD",RE,,,,https://www.invesco.com/static/us/institutions/contentdetail?contentId=409be9df63b77610VgnVCM1000006e36b50aRCRD,,Yes,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,Anti-bribery,43132,https://www.collercapital.com/sites/default/files/ESG%20Policy%20%20February%202018.pdf,Modern Slavery & Human Trafficking,Cyber Security/Animal Welfare/Climate Risk,2
8,GCM Grosvenor,gcm grosvenor,GCM Grosvenor,gcm grosvenor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,211,LP,Private Equity Fund of Funds Manager,US,North America,Yes,42736.0,No,,"PE, RE, PD, VC",,,,,https://www.gcmgrosvenor.com/responsible-investing/,,"PE, PD, VC",43725.0,Partial Update,Web Research,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
9,GCM Grosvenor,gcm grosvenor,GCM Grosvenor,gcm grosvenor,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1,0.0,0.0,1.0,1.0,0,0,0,0,1,1.0,0.0,0,0,0,1,0,0,0,0,0.0,0.0,1.0,1.0,0.0,211,GP,Private Equity Fund of Funds Manager,US,North America,Yes,,,,"PE, RE, PD, VC",,,,,http://www.123-im.com/Public/Files/file/d_claration_123_im_article_173_31_12_2018_a35b03a99c.pdf,,"PE,VC",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
